'Elapsed time','ECG'
'0:14.460',1.160
'0:14.465',1.120
'0:14.470',1.120
'0:14.475',1.080
'0:14.480',1.120
'0:14.485',1.120
'0:14.490',1.160
'0:14.495',1.120
'0:14.500',1.160
'0:14.505',1.080
'0:14.510',1.120
'0:14.515',1.160
'0:14.520',1.160
'0:14.525',1.120
'0:14.530',1.160
'0:14.535',1.120
'0:14.540',1.160
'0:14.545',1.120
'0:14.550',1.120
'0:14.555',1.120
'0:14.560',1.080
'0:14.565',1.120
'0:14.570',1.120
'0:14.575',1.120
'0:14.580',1.120
'0:14.585',1.120
'0:14.590',1.120
'0:14.595',1.120
'0:14.600',1.120
'0:14.605',1.120
'0:14.610',1.120
'0:14.615',1.120
'0:14.620',1.120
'0:14.625',1.120
'0:14.630',1.160
'0:14.635',1.120
'0:14.640',1.160
'0:14.645',1.160
'0:14.650',1.120
'0:14.655',1.080
'0:14.660',1.160
'0:14.665',1.120
'0:14.670',1.160
'0:14.675',1.120
'0:14.680',1.160
'0:14.685',1.120
'0:14.690',1.160
'0:14.695',1.120
'0:14.700',1.120
'0:14.705',1.120
'0:14.710',1.080
'0:14.715',1.120
'0:14.720',1.120
'0:14.725',1.120
'0:14.730',1.120
'0:14.735',1.120
'0:14.740',1.080
'0:14.745',1.120
'0:14.750',1.160
'0:14.755',1.200
'0:14.760',1.200
'0:14.765',1.200
'0:14.770',1.200
'0:14.775',1.200
'0:14.780',1.200
'0:14.785',1.200
'0:14.790',1.160
'0:14.795',1.200
'0:14.800',1.120
'0:14.805',1.160
'0:14.810',1.120
'0:14.815',1.160
'0:14.820',1.120
'0:14.825',1.120
'0:14.830',1.120
'0:14.835',1.160
'0:14.840',1.120
'0:14.845',1.120
'0:14.850',1.120
'0:14.855',1.120
'0:14.860',1.080
'0:14.865',1.120
'0:14.870',1.120
'0:14.875',1.080
'0:14.880',1.120
'0:14.885',1.120
'0:14.890',1.120
'0:14.895',1.080
'0:14.900',1.120
'0:14.905',1.160
'0:14.910',1.360
'0:14.915',1.560
'0:14.920',1.720
'0:14.925',1.880
'0:14.930',2.040
'0:14.935',2.040
'0:14.940',1.960
'0:14.945',1.600
'0:14.950',1.360
'0:14.955',1.240
'0:14.960',1.120
'0:14.965',1.000
'0:14.970',1.000
'0:14.975',1.040
'0:14.980',1.000
'0:14.985',1.000
'0:14.990',1.000
'0:14.995',1.000
'0:15.000',1.000
'0:15.005',1.000
'0:15.010',0.960
'0:15.015',1.000
'0:15.020',1.000
'0:15.025',1.040
'0:15.030',1.000
'0:15.035',1.040
'0:15.040',1.000
'0:15.045',1.040
'0:15.050',1.000
'0:15.055',1.040
'0:15.060',1.040
'0:15.065',1.040
'0:15.070',1.040
'0:15.075',1.040
'0:15.080',1.000
'0:15.085',1.040
'0:15.090',1.040
'0:15.095',1.040
'0:15.100',1.080
'0:15.105',1.040
'0:15.110',1.040
'0:15.115',1.040
'0:15.120',1.080
'0:15.125',1.040
'0:15.130',1.040
'0:15.135',1.040
'0:15.140',1.080
'0:15.145',1.040
'0:15.150',1.040
'0:15.155',1.080
'0:15.160',1.040
'0:15.165',1.040
'0:15.170',1.040
'0:15.175',1.080
'0:15.180',1.040
'0:15.185',1.040
'0:15.190',1.080
'0:15.195',1.040
'0:15.200',1.080
'0:15.205',1.040
'0:15.210',1.040
'0:15.215',1.040
'0:15.220',1.120
'0:15.225',1.080
'0:15.230',1.040
'0:15.235',1.080
'0:15.240',1.040
'0:15.245',1.040
'0:15.250',1.080
'0:15.255',1.080
'0:15.260',1.120
'0:15.265',1.120
'0:15.270',1.160
'0:15.275',1.160
'0:15.280',1.160
'0:15.285',1.160
'0:15.290',1.120
'0:15.295',1.160
'0:15.300',1.160
'0:15.305',1.160
'0:15.310',1.120
'0:15.315',1.160
'0:15.320',1.120
'0:15.325',1.120
'0:15.330',1.120
'0:15.335',1.160
'0:15.340',1.160
'0:15.345',1.080
'0:15.350',1.120
'0:15.355',1.120
'0:15.360',1.120
'0:15.365',1.120
'0:15.370',1.120
'0:15.375',1.120
'0:15.380',1.120
'0:15.385',1.120
'0:15.390',1.120
'0:15.395',1.160
'0:15.400',1.120
'0:15.405',1.120
'0:15.410',1.120
'0:15.415',1.160
'0:15.420',1.120
'0:15.425',1.120
'0:15.430',1.120
'0:15.435',1.120
'0:15.440',1.160
'0:15.445',1.160
'0:15.450',1.160
'0:15.455',1.120
'0:15.460',1.120
'0:15.465',1.160
'0:15.470',1.120
'0:15.475',1.160
'0:15.480',1.160
'0:15.485',1.120
'0:15.490',1.120
'0:15.495',1.160
'0:15.500',1.160
'0:15.505',1.160
'0:15.510',1.160
'0:15.515',1.120
'0:15.520',1.160
'0:15.525',1.160
'0:15.530',1.160
'0:15.535',1.120
'0:15.540',1.120
'0:15.545',1.120
'0:15.550',1.120
'0:15.555',1.160
'0:15.560',1.120
'0:15.565',1.120
'0:15.570',1.160
'0:15.575',1.160
'0:15.580',1.160
'0:15.585',1.160
'0:15.590',1.120
'0:15.595',1.160
'0:15.600',1.120
'0:15.605',1.120
'0:15.610',1.120
'0:15.615',1.160
'0:15.620',1.120
'0:15.625',1.160
'0:15.630',1.120
'0:15.635',1.120
'0:15.640',1.120
'0:15.645',1.160
'0:15.650',1.120
'0:15.655',1.160
'0:15.660',1.160
'0:15.665',1.120
'0:15.670',1.120
'0:15.675',1.120
'0:15.680',1.120
'0:15.685',1.120
'0:15.690',1.080
'0:15.695',1.160
'0:15.700',1.160
'0:15.705',1.120
'0:15.710',1.120
'0:15.715',1.120
'0:15.720',1.120
'0:15.725',1.120
'0:15.730',1.120
'0:15.735',1.120
'0:15.740',1.120
'0:15.745',1.120
'0:15.750',1.120
'0:15.755',1.160
'0:15.760',1.120
'0:15.765',1.120
'0:15.770',1.120
'0:15.775',1.080
'0:15.780',1.080
'0:15.785',1.120
'0:15.790',1.160
'0:15.795',1.160
'0:15.800',1.200
'0:15.805',1.200
'0:15.810',1.200
'0:15.815',1.200
'0:15.820',1.160
'0:15.825',1.200
'0:15.830',1.200
'0:15.835',1.160
'0:15.840',1.120
'0:15.845',1.120
'0:15.850',1.160
'0:15.855',1.080
'0:15.860',1.120
'0:15.865',1.120
'0:15.870',1.120
'0:15.875',1.080
'0:15.880',1.120
'0:15.885',1.120
'0:15.890',1.120
'0:15.895',1.120
'0:15.900',1.080
'0:15.905',1.120
'0:15.910',1.080
'0:15.915',1.080
'0:15.920',1.040
'0:15.925',1.080
'0:15.930',1.080
'0:15.935',1.080
'0:15.940',1.120
'0:15.945',1.200
'0:15.950',1.360
'0:15.955',1.600
'0:15.960',1.760
'0:15.965',1.960
'0:15.970',2.200
'0:15.975',2.160
'0:15.980',2.040
'0:15.985',1.760
'0:15.990',1.400
'0:15.995',1.200
'0:16.000',1.040
'0:16.005',0.960
'0:16.010',0.920
'0:16.015',0.920
'0:16.020',0.920
'0:16.025',0.920
'0:16.030',0.920
'0:16.035',0.920
'0:16.040',0.880
'0:16.045',0.960
'0:16.050',0.920
'0:16.055',0.920
'0:16.060',0.960
'0:16.065',0.920
'0:16.070',0.920
'0:16.075',0.960
'0:16.080',0.960
'0:16.085',1.000
'0:16.090',0.960
'0:16.095',0.960
'0:16.100',1.000
'0:16.105',0.960
'0:16.110',0.960
'0:16.115',1.000
'0:16.120',0.960
'0:16.125',1.000
'0:16.130',1.000
'0:16.135',1.000
'0:16.140',0.960
'0:16.145',1.000
'0:16.150',0.960
'0:16.155',0.960
'0:16.160',1.040
'0:16.165',1.000
'0:16.170',1.000
'0:16.175',1.000
'0:16.180',0.960
'0:16.185',0.960
'0:16.190',1.000
'0:16.195',1.000
'0:16.200',0.960
'0:16.205',1.000
'0:16.210',0.960
'0:16.215',0.960
'0:16.220',0.960
'0:16.225',0.960
'0:16.230',0.920
'0:16.235',0.960
'0:16.240',0.920
'0:16.245',0.960
'0:16.250',0.920
'0:16.255',0.920
'0:16.260',0.960
'0:16.265',0.960
'0:16.270',0.920
'0:16.275',0.960
'0:16.280',0.960
'0:16.285',1.000
'0:16.290',1.000
'0:16.295',1.040
'0:16.300',1.040
'0:16.305',1.040
'0:16.310',1.080
'0:16.315',1.120
'0:16.320',1.120
'0:16.325',1.080
'0:16.330',1.120
'0:16.335',1.120
'0:16.340',1.120
'0:16.345',1.120
'0:16.350',1.120
'0:16.355',1.120
'0:16.360',1.120
'0:16.365',1.160
'0:16.370',1.160
'0:16.375',1.120
'0:16.380',1.120
'0:16.385',1.120
'0:16.390',1.080
'0:16.395',1.120
'0:16.400',1.120
'0:16.405',1.080
'0:16.410',1.080
'0:16.415',1.120
'0:16.420',1.080
'0:16.425',1.120
'0:16.430',1.120
'0:16.435',1.120
'0:16.440',1.120
'0:16.445',1.120
'0:16.450',1.120
'0:16.455',1.120
'0:16.460',1.120
'0:16.465',1.120
'0:16.470',1.120
'0:16.475',1.080
'0:16.480',1.120
'0:16.485',1.080
'0:16.490',1.120
'0:16.495',1.120
'0:16.500',1.120
'0:16.505',1.120
'0:16.510',1.160
'0:16.515',1.120
'0:16.520',1.120
'0:16.525',1.120
'0:16.530',1.120
'0:16.535',1.080
'0:16.540',1.080
'0:16.545',1.120
'0:16.550',1.120
'0:16.555',1.120
'0:16.560',1.120
'0:16.565',1.120
'0:16.570',1.080
'0:16.575',1.120
'0:16.580',1.120
'0:16.585',1.160
'0:16.590',1.120
'0:16.595',1.120
'0:16.600',1.120
'0:16.605',1.160
'0:16.610',1.120
'0:16.615',1.120
'0:16.620',1.120
'0:16.625',1.120
'0:16.630',1.120
'0:16.635',1.120
'0:16.640',1.120
'0:16.645',1.120
'0:16.650',1.120
'0:16.655',1.120
'0:16.660',1.120
'0:16.665',1.160
'0:16.670',1.120
'0:16.675',1.120
'0:16.680',1.120
'0:16.685',1.120
'0:16.690',1.120
'0:16.695',1.120
'0:16.700',1.120
'0:16.705',1.120
'0:16.710',1.120
'0:16.715',1.080
'0:16.720',1.120
'0:16.725',1.120
'0:16.730',1.080
'0:16.735',1.120
'0:16.740',1.120
'0:16.745',1.120
'0:16.750',1.120
'0:16.755',1.160
'0:16.760',1.120
'0:16.765',1.160
'0:16.770',1.120
'0:16.775',1.120
'0:16.780',1.080
'0:16.785',1.120
'0:16.790',1.080
'0:16.795',1.120
'0:16.800',1.080
'0:16.805',1.120
'0:16.810',1.120
'0:16.815',1.080
'0:16.820',1.080
'0:16.825',1.160
'0:16.830',1.160
'0:16.835',1.200
'0:16.840',1.160
'0:16.845',1.200
'0:16.850',1.160
'0:16.855',1.160
'0:16.860',1.160
'0:16.865',1.160
'0:16.870',1.120
'0:16.875',1.120
'0:16.880',1.120
'0:16.885',1.120
'0:16.890',1.120
'0:16.895',1.080
'0:16.900',1.080
'0:16.905',1.120
'0:16.910',1.120
'0:16.915',1.080
'0:16.920',1.080
'0:16.925',1.080
'0:16.930',1.080
'0:16.935',1.080
'0:16.940',1.080
'0:16.945',1.080
'0:16.950',1.120
'0:16.955',1.080
'0:16.960',1.080
'0:16.965',1.080
'0:16.970',1.080
'0:16.975',1.120
'0:16.980',1.160
'0:16.985',1.240
'0:16.990',1.520
'0:16.995',1.680
'0:17.000',1.840
'0:17.005',2.120
'0:17.010',2.160
'0:17.015',2.000
'0:17.020',1.800
'0:17.025',1.440
'0:17.030',1.240
'0:17.035',1.040
'0:17.040',1.000
'0:17.045',0.920
'0:17.050',0.920
'0:17.055',0.920
'0:17.060',0.880
'0:17.065',0.960
'0:17.070',0.960
'0:17.075',0.920
'0:17.080',0.920
'0:17.085',0.960
'0:17.090',0.960
'0:17.095',0.920
'0:17.100',0.920
'0:17.105',0.960
'0:17.110',0.920
'0:17.115',0.960
'0:17.120',0.960
'0:17.125',0.960
'0:17.130',0.960
'0:17.135',0.960
'0:17.140',0.960
'0:17.145',0.960
'0:17.150',1.000
'0:17.155',0.960
'0:17.160',1.000
'0:17.165',1.000
'0:17.170',0.960
'0:17.175',0.960
'0:17.180',1.000
'0:17.185',1.000
'0:17.190',1.000
'0:17.195',1.040
'0:17.200',1.000
'0:17.205',1.000
'0:17.210',1.000
'0:17.215',1.000
'0:17.220',1.000
'0:17.225',0.960
'0:17.230',1.000
'0:17.235',1.000
'0:17.240',1.000
'0:17.245',1.000
'0:17.250',1.000
'0:17.255',1.000
'0:17.260',0.960
'0:17.265',1.000
'0:17.270',1.000
'0:17.275',1.000
'0:17.280',1.000
'0:17.285',0.960
'0:17.290',0.960
'0:17.295',1.000
'0:17.300',0.960
'0:17.305',0.960
'0:17.310',0.960
'0:17.315',1.000
'0:17.320',1.040
'0:17.325',1.000
'0:17.330',1.000
'0:17.335',1.040
'0:17.340',1.040
'0:17.345',1.080
'0:17.350',1.080
'0:17.355',1.120
'0:17.360',1.160
'0:17.365',1.120
'0:17.370',1.120
'0:17.375',1.160
'0:17.380',1.160
'0:17.385',1.160
'0:17.390',1.120
'0:17.395',1.080
'0:17.400',1.160
'0:17.405',1.120
'0:17.410',1.120
'0:17.415',1.120
'0:17.420',1.120
'0:17.425',1.120
'0:17.430',1.120
'0:17.435',1.120
'0:17.440',1.120
'0:17.445',1.080
'0:17.450',1.080
'0:17.455',1.120
'0:17.460',1.120
'0:17.465',1.120
'0:17.470',1.160
'0:17.475',1.120
'0:17.480',1.120
'0:17.485',1.120
'0:17.490',1.120
'0:17.495',1.160
'0:17.500',1.120
'0:17.505',1.160
'0:17.510',1.120
'0:17.515',1.120
'0:17.520',1.120
'0:17.525',1.120
'0:17.530',1.160
'0:17.535',1.120
'0:17.540',1.080
'0:17.545',1.120
'0:17.550',1.160
'0:17.555',1.120
'0:17.560',1.120
'0:17.565',1.120
'0:17.570',1.120
'0:17.575',1.120
'0:17.580',1.120
'0:17.585',1.120
'0:17.590',1.120
'0:17.595',1.120
'0:17.600',1.120
'0:17.605',1.120
'0:17.610',1.120
'0:17.615',1.120
'0:17.620',1.120
'0:17.625',1.160
'0:17.630',1.080
'0:17.635',1.120
'0:17.640',1.120
'0:17.645',1.120
'0:17.650',1.120
'0:17.655',1.120
'0:17.660',1.120
'0:17.665',1.120
'0:17.670',1.120
'0:17.675',1.120
'0:17.680',1.120
'0:17.685',1.080
'0:17.690',1.160
'0:17.695',1.120
'0:17.700',1.120
'0:17.705',1.120
'0:17.710',1.120
'0:17.715',1.120
'0:17.720',1.160
'0:17.725',1.120
'0:17.730',1.160
'0:17.735',1.120
'0:17.740',1.080
'0:17.745',1.120
'0:17.750',1.120
'0:17.755',1.120
'0:17.760',1.120
'0:17.765',1.120
'0:17.770',1.080
'0:17.775',1.080
'0:17.780',1.160
'0:17.785',1.120
'0:17.790',1.120
'0:17.795',1.120
'0:17.800',1.120
'0:17.805',1.120
'0:17.810',1.120
'0:17.815',1.120
'0:17.820',1.120
'0:17.825',1.120
'0:17.830',1.160
'0:17.835',1.120
'0:17.840',1.080
'0:17.845',1.120
'0:17.850',1.120
'0:17.855',1.120
'0:17.860',1.080
'0:17.865',1.120
'0:17.870',1.120
'0:17.875',1.120
'0:17.880',1.120
'0:17.885',1.080
'0:17.890',1.080
'0:17.895',1.080
'0:17.900',1.120
'0:17.905',1.040
'0:17.910',1.120
'0:17.915',1.160
'0:17.920',1.160
'0:17.925',1.200
'0:17.930',1.160
'0:17.935',1.160
'0:17.940',1.160
'0:17.945',1.160
'0:17.950',1.160
'0:17.955',1.200
'0:17.960',1.160
'0:17.965',1.120
'0:17.970',1.120
'0:17.975',1.080
'0:17.980',1.080
'0:17.985',1.120
'0:17.990',1.080
'0:17.995',1.120
'0:18.000',1.120
'0:18.005',1.120
'0:18.010',1.080
'0:18.015',1.080
'0:18.020',1.080
'0:18.025',1.080
'0:18.030',1.080
'0:18.035',1.080
'0:18.040',1.080
'0:18.045',1.080
'0:18.050',1.080
'0:18.055',1.080
'0:18.060',1.040
'0:18.065',1.120
'0:18.070',1.160
'0:18.075',1.400
'0:18.080',1.600
'0:18.085',1.800
'0:18.090',2.000
'0:18.095',2.160
'0:18.100',2.040
'0:18.105',1.880
'0:18.110',1.560
'0:18.115',1.240
'0:18.120',1.160
'0:18.125',1.000
'0:18.130',0.960
'0:18.135',0.920
'0:18.140',0.920
'0:18.145',0.920
'0:18.150',0.920
'0:18.155',0.920
'0:18.160',0.920
'0:18.165',0.960
'0:18.170',0.960
'0:18.175',0.920
'0:18.180',1.000
'0:18.185',0.960
'0:18.190',0.960
'0:18.195',0.960
'0:18.200',1.000
'0:18.205',1.000
'0:18.210',0.960
'0:18.215',0.960
'0:18.220',0.960
'0:18.225',0.960
'0:18.230',1.000
'0:18.235',1.000
'0:18.240',1.000
'0:18.245',0.960
'0:18.250',1.000
'0:18.255',0.960
'0:18.260',1.000
'0:18.265',0.960
'0:18.270',0.960
'0:18.275',1.000
'0:18.280',1.000
'0:18.285',1.000
'0:18.290',0.960
'0:18.295',0.960
'0:18.300',1.000
'0:18.305',1.000
'0:18.310',0.960
'0:18.315',1.000
'0:18.320',0.920
'0:18.325',1.000
'0:18.330',0.960
'0:18.335',1.000
'0:18.340',0.960
'0:18.345',0.960
'0:18.350',0.960
'0:18.355',0.960
'0:18.360',0.960
'0:18.365',0.960
'0:18.370',0.960
'0:18.375',0.920
'0:18.380',0.960
'0:18.385',0.960
'0:18.390',0.960
'0:18.395',0.920
'0:18.400',0.960
'0:18.405',0.960
'0:18.410',0.960
'0:18.415',1.000
'0:18.420',1.040
'0:18.425',1.040
'0:18.430',1.040
'0:18.435',1.080
'0:18.440',1.120
'0:18.445',1.080
'0:18.450',1.160
'0:18.455',1.120
'0:18.460',1.120
'0:18.465',1.120
'0:18.470',1.160
'0:18.475',1.120
'0:18.480',1.120
'0:18.485',1.120
'0:18.490',1.120
'0:18.495',1.120
'0:18.500',1.120
'0:18.505',1.080
'0:18.510',1.120
'0:18.515',1.080
'0:18.520',1.080
'0:18.525',1.080
'0:18.530',1.120
'0:18.535',1.120
'0:18.540',1.080
'0:18.545',1.120
'0:18.550',1.120
'0:18.555',1.120
'0:18.560',1.080
'0:18.565',1.120
'0:18.570',1.120
'0:18.575',1.120
'0:18.580',1.120
'0:18.585',1.120
'0:18.590',1.080
'0:18.595',1.120
'0:18.600',1.120
'0:18.605',1.160
'0:18.610',1.120
'0:18.615',1.120
'0:18.620',1.120
'0:18.625',1.120
'0:18.630',1.120
'0:18.635',1.120
'0:18.640',1.120
'0:18.645',1.120
'0:18.650',1.120
'0:18.655',1.160
'0:18.660',1.160
'0:18.665',1.120
'0:18.670',1.160
'0:18.675',1.160
'0:18.680',1.120
'0:18.685',1.120
'0:18.690',1.120
'0:18.695',1.120
'0:18.700',1.080
'0:18.705',1.080
'0:18.710',1.120
'0:18.715',1.120
'0:18.720',1.120
'0:18.725',1.120
'0:18.730',1.120
'0:18.735',1.120
'0:18.740',1.080
'0:18.745',1.120
'0:18.750',1.080
'0:18.755',1.120
'0:18.760',1.080
'0:18.765',1.080
'0:18.770',1.120
'0:18.775',1.120
'0:18.780',1.120
'0:18.785',1.120
'0:18.790',1.120
'0:18.795',1.080
'0:18.800',1.080
'0:18.805',1.080
'0:18.810',1.080
'0:18.815',1.120
'0:18.820',1.120
'0:18.825',1.120
'0:18.830',1.080
'0:18.835',1.080
'0:18.840',1.080
'0:18.845',1.080
'0:18.850',1.080
'0:18.855',1.080
'0:18.860',1.080
'0:18.865',1.080
'0:18.870',1.120
'0:18.875',1.080
'0:18.880',1.120
'0:18.885',1.040
'0:18.890',1.080
'0:18.895',1.040
'0:18.900',1.040
'0:18.905',1.080
'0:18.910',1.080
'0:18.915',1.160
'0:18.920',1.200
'0:18.925',1.160
'0:18.930',1.160
'0:18.935',1.200
'0:18.940',1.120
'0:18.945',1.120
'0:18.950',1.200
'0:18.955',1.160
'0:18.960',1.160
'0:18.965',1.120
'0:18.970',1.120
'0:18.975',1.080
'0:18.980',1.080
'0:18.985',1.120
'0:18.990',1.120
'0:18.995',1.080
'0:19.000',1.080
'0:19.005',1.080
'0:19.010',1.040
'0:19.015',1.080
'0:19.020',1.080
'0:19.025',1.040
'0:19.030',1.080
'0:19.035',1.080
'0:19.040',1.080
'0:19.045',1.040
'0:19.050',1.040
'0:19.055',1.040
'0:19.060',1.040
'0:19.065',1.120
'0:19.070',1.160
'0:19.075',1.400
'0:19.080',1.600
'0:19.085',1.760
'0:19.090',2.000
'0:19.095',2.080
'0:19.100',2.000
'0:19.105',1.800
'0:19.110',1.440
'0:19.115',1.160
'0:19.120',1.120
'0:19.125',1.000
'0:19.130',1.000
'0:19.135',0.920
'0:19.140',0.960
'0:19.145',0.920
'0:19.150',0.920
'0:19.155',0.920
'0:19.160',0.920
'0:19.165',1.000
'0:19.170',0.960
'0:19.175',0.920
'0:19.180',0.960
'0:19.185',0.960
'0:19.190',0.920
'0:19.195',0.960
'0:19.200',0.960
'0:19.205',0.960
'0:19.210',0.960
'0:19.215',0.960
'0:19.220',0.920
'0:19.225',0.960
'0:19.230',0.960
'0:19.235',1.000
'0:19.240',1.000
'0:19.245',0.960
'0:19.250',1.000
'0:19.255',0.960
'0:19.260',0.960
'0:19.265',1.000
'0:19.270',1.000
'0:19.275',1.000
'0:19.280',1.000
'0:19.285',1.040
'0:19.290',1.000
'0:19.295',1.000
'0:19.300',1.000
'0:19.305',1.000
'0:19.310',1.000
'0:19.315',1.000
'0:19.320',1.000
'0:19.325',1.040
'0:19.330',1.000
'0:19.335',1.040
'0:19.340',0.960
'0:19.345',1.000
'0:19.350',1.000
'0:19.355',1.000
'0:19.360',0.960
'0:19.365',1.000
'0:19.370',0.960
'0:19.375',1.000
'0:19.380',1.000
'0:19.385',1.000
'0:19.390',1.000
'0:19.395',1.000
'0:19.400',1.000
'0:19.405',1.000
'0:19.410',1.040
'0:19.415',1.080
'0:19.420',1.080
'0:19.425',1.080
'0:19.430',1.080
'0:19.435',1.120
'0:19.440',1.120
'0:19.445',1.120
'0:19.450',1.120
'0:19.455',1.120
'0:19.460',1.120
'0:19.465',1.120
'0:19.470',1.080
'0:19.475',1.120
'0:19.480',1.080
'0:19.485',1.120
'0:19.490',1.120
'0:19.495',1.040
'0:19.500',1.080
'0:19.505',1.080
'0:19.510',1.120
'0:19.515',1.080
'0:19.520',1.080
'0:19.525',1.080
'0:19.530',1.040
'0:19.535',1.080
'0:19.540',1.080
'0:19.545',1.080
'0:19.550',1.080
'0:19.555',1.120
'0:19.560',1.080
'0:19.565',1.080
'0:19.570',1.080
'0:19.575',1.080
'0:19.580',1.080
'0:19.585',1.120
'0:19.590',1.080
'0:19.595',1.120
'0:19.600',1.120
'0:19.605',1.120
'0:19.610',1.120
'0:19.615',1.120
'0:19.620',1.160
'0:19.625',1.160
'0:19.630',1.160
'0:19.635',1.160
'0:19.640',1.160
'0:19.645',1.120
'0:19.650',1.120
'0:19.655',1.120
'0:19.660',1.120
'0:19.665',1.120
'0:19.670',1.160
'0:19.675',1.120
'0:19.680',1.160
'0:19.685',1.160
'0:19.690',1.120
'0:19.695',1.160
'0:19.700',1.120
'0:19.705',1.160
'0:19.710',1.120
'0:19.715',1.160
'0:19.720',1.120
'0:19.725',1.120
'0:19.730',1.120
'0:19.735',1.120
'0:19.740',1.120
'0:19.745',1.120
'0:19.750',1.120
'0:19.755',1.160
'0:19.760',1.120
'0:19.765',1.080
'0:19.770',1.120
'0:19.775',1.160
'0:19.780',1.120
'0:19.785',1.120
'0:19.790',1.120
'0:19.795',1.120
'0:19.800',1.160
'0:19.805',1.160
'0:19.810',1.120
'0:19.815',1.120
'0:19.820',1.120
'0:19.825',1.080
'0:19.830',1.120
'0:19.835',1.040
'0:19.840',1.080
'0:19.845',1.120
'0:19.850',1.200
'0:19.855',1.200
'0:19.860',1.200
'0:19.865',1.200
'0:19.870',1.160
'0:19.875',1.200
'0:19.880',1.200
'0:19.885',1.200
'0:19.890',1.200
'0:19.895',1.160
'0:19.900',1.120
'0:19.905',1.160
'0:19.910',1.120
'0:19.915',1.120
'0:19.920',1.160
'0:19.925',1.120
'0:19.930',1.120
'0:19.935',1.120
'0:19.940',1.160
'0:19.945',1.120
'0:19.950',1.120
'0:19.955',1.120
'0:19.960',1.080
'0:19.965',1.160
'0:19.970',1.120
'0:19.975',1.120
'0:19.980',1.160
'0:19.985',1.120
'0:19.990',1.120
'0:19.995',1.120
'0:20.000',1.120
'0:20.005',1.240
'0:20.010',1.400
'0:20.015',1.640
'0:20.020',1.800
'0:20.025',1.960
'0:20.030',2.080
'0:20.035',2.000
'0:20.040',1.800
'0:20.045',1.480
'0:20.050',1.280
'0:20.055',1.200
'0:20.060',1.040
'0:20.065',1.000
'0:20.070',0.960
'0:20.075',1.000
'0:20.080',1.000
'0:20.085',0.960
'0:20.090',1.000
'0:20.095',1.000
'0:20.100',1.000
'0:20.105',1.000
'0:20.110',1.000
'0:20.115',1.000
'0:20.120',1.000
'0:20.125',0.960
'0:20.130',1.000
'0:20.135',1.000
'0:20.140',1.040
'0:20.145',1.040
'0:20.150',1.040
'0:20.155',1.040
'0:20.160',1.040
'0:20.165',1.040
'0:20.170',1.080
'0:20.175',1.040
'0:20.180',1.040
'0:20.185',1.040
'0:20.190',1.040
'0:20.195',1.040
'0:20.200',1.080
'0:20.205',1.040
'0:20.210',1.040
'0:20.215',1.000
'0:20.220',1.040
'0:20.225',1.040
'0:20.230',1.040
'0:20.235',1.040
'0:20.240',1.040
'0:20.245',1.040
'0:20.250',1.080
'0:20.255',1.040
'0:20.260',1.080
'0:20.265',1.040
'0:20.270',1.000
'0:20.275',1.040
'0:20.280',1.040
'0:20.285',1.000
'0:20.290',1.000
'0:20.295',1.040
'0:20.300',1.040
'0:20.305',1.040
'0:20.310',1.040
'0:20.315',1.040
'0:20.320',1.040
'0:20.325',1.040
'0:20.330',1.040
'0:20.335',1.080
'0:20.340',1.040
'0:20.345',1.040
'0:20.350',1.120
'0:20.355',1.080
'0:20.360',1.120
'0:20.365',1.120
'0:20.370',1.160
'0:20.375',1.160
'0:20.380',1.160
'0:20.385',1.160
'0:20.390',1.160
'0:20.395',1.160
'0:20.400',1.160
'0:20.405',1.160
'0:20.410',1.160
'0:20.415',1.160
'0:20.420',1.160
'0:20.425',1.120
'0:20.430',1.120
'0:20.435',1.120
'0:20.440',1.160
'0:20.445',1.120
'0:20.450',1.080
'0:20.455',1.120
'0:20.460',1.120
'0:20.465',1.120
'0:20.470',1.120
'0:20.475',1.080
'0:20.480',1.120
'0:20.485',1.120
'0:20.490',1.120
'0:20.495',1.120
'0:20.500',1.120
'0:20.505',1.120
'0:20.510',1.120
'0:20.515',1.120
'0:20.520',1.120
'0:20.525',1.120
'0:20.530',1.120
'0:20.535',1.120
'0:20.540',1.160
'0:20.545',1.120
'0:20.550',1.160
'0:20.555',1.160
'0:20.560',1.160
'0:20.565',1.160
'0:20.570',1.160
'0:20.575',1.160
'0:20.580',1.120
'0:20.585',1.120
'0:20.590',1.120
'0:20.595',1.120
'0:20.600',1.120
'0:20.605',1.160
'0:20.610',1.120
'0:20.615',1.120
'0:20.620',1.160
'0:20.625',1.120
'0:20.630',1.120
'0:20.635',1.120
'0:20.640',1.160
'0:20.645',1.120
'0:20.650',1.120
'0:20.655',1.120
'0:20.660',1.120
'0:20.665',1.120
'0:20.670',1.160
'0:20.675',1.120
'0:20.680',1.120
'0:20.685',1.120
'0:20.690',1.120
'0:20.695',1.080
'0:20.700',1.160
'0:20.705',1.120
'0:20.710',1.120
'0:20.715',1.080
'0:20.720',1.120
'0:20.725',1.120
'0:20.730',1.120
'0:20.735',1.080
'0:20.740',1.120
'0:20.745',1.120
'0:20.750',1.080
'0:20.755',1.160
'0:20.760',1.080
'0:20.765',1.080
'0:20.770',1.080
'0:20.775',1.120
'0:20.780',1.080
'0:20.785',1.080
'0:20.790',1.160
'0:20.795',1.200
'0:20.800',1.200
'0:20.805',1.160
'0:20.810',1.200
