'Elapsed time','ECG'
'0:13.840',6.700
'0:13.845',6.900
'0:13.850',6.500
'0:13.855',6.700
'0:13.860',6.900
'0:13.865',6.900
'0:13.870',6.800
'0:13.875',6.900
'0:13.880',6.600
'0:13.885',6.800
'0:13.890',6.800
'0:13.895',6.800
'0:13.900',6.900
'0:13.905',6.900
'0:13.910',6.800
'0:13.915',6.800
'0:13.920',6.900
'0:13.925',6.900
'0:13.930',7.000
'0:13.935',6.900
'0:13.940',7.000
'0:13.945',7.100
'0:13.950',7.000
'0:13.955',6.900
'0:13.960',7.000
'0:13.965',7.000
'0:13.970',6.900
'0:13.975',6.900
'0:13.980',6.900
'0:13.985',7.000
'0:13.990',7.000
'0:13.995',7.000
'0:14.000',7.100
'0:14.005',7.100
'0:14.010',7.000
'0:14.015',7.000
'0:14.020',6.900
'0:14.025',7.000
'0:14.030',7.000
'0:14.035',6.900
'0:14.040',6.800
'0:14.045',6.900
'0:14.050',7.000
'0:14.055',7.000
'0:14.060',6.900
'0:14.065',6.900
'0:14.070',6.900
'0:14.075',6.900
'0:14.080',6.900
'0:14.085',6.700
'0:14.090',6.800
'0:14.095',6.900
'0:14.100',7.000
'0:14.105',6.900
'0:14.110',6.900
'0:14.115',6.700
'0:14.120',7.000
'0:14.125',6.900
'0:14.130',7.000
'0:14.135',7.000
'0:14.140',7.000
'0:14.145',7.000
'0:14.150',7.100
'0:14.155',7.000
'0:14.160',7.000
'0:14.165',7.000
'0:14.170',7.100
'0:14.175',7.100
'0:14.180',7.100
'0:14.185',7.100
'0:14.190',7.200
'0:14.195',7.200
'0:14.200',7.200
'0:14.205',7.300
'0:14.210',7.200
'0:14.215',7.100
'0:14.220',6.900
'0:14.225',6.900
'0:14.230',7.000
'0:14.235',7.000
'0:14.240',6.900
'0:14.245',7.000
'0:14.250',7.000
'0:14.255',7.100
'0:14.260',6.800
'0:14.265',6.800
'0:14.270',6.900
'0:14.275',7.000
'0:14.280',6.900
'0:14.285',6.900
'0:14.290',6.800
'0:14.295',7.100
'0:14.300',7.800
'0:14.305',8.500
'0:14.310',8.700
'0:14.315',8.500
'0:14.320',7.600
'0:14.325',6.800
'0:14.330',7.000
'0:14.335',6.900
'0:14.340',7.000
'0:14.345',6.900
'0:14.350',6.800
'0:14.355',6.900
'0:14.360',6.600
'0:14.365',6.600
'0:14.370',6.700
'0:14.375',6.800
'0:14.380',6.700
'0:14.385',6.900
'0:14.390',6.800
'0:14.395',6.900
'0:14.400',6.800
'0:14.405',6.800
'0:14.410',6.800
'0:14.415',6.900
'0:14.420',6.900
'0:14.425',6.800
'0:14.430',7.000
'0:14.435',6.900
'0:14.440',7.000
'0:14.445',7.000
'0:14.450',6.900
'0:14.455',6.900
'0:14.460',6.900
'0:14.465',6.800
'0:14.470',6.900
'0:14.475',6.800
'0:14.480',6.900
'0:14.485',6.900
'0:14.490',6.900
'0:14.495',6.900
'0:14.500',6.800
'0:14.505',6.900
'0:14.510',6.900
'0:14.515',7.000
'0:14.520',6.900
'0:14.525',6.900
'0:14.530',6.900
'0:14.535',7.000
'0:14.540',7.000
'0:14.545',7.000
'0:14.550',7.000
'0:14.555',6.900
'0:14.560',7.100
'0:14.565',7.100
'0:14.570',6.900
'0:14.575',7.000
'0:14.580',7.000
'0:14.585',6.800
'0:14.590',7.000
'0:14.595',7.000
'0:14.600',6.900
'0:14.605',6.900
'0:14.610',7.000
'0:14.615',6.800
'0:14.620',7.000
'0:14.625',6.900
'0:14.630',6.800
'0:14.635',6.900
'0:14.640',7.000
'0:14.645',6.900
'0:14.650',7.100
'0:14.655',7.000
'0:14.660',7.100
'0:14.665',7.000
'0:14.670',7.100
'0:14.675',7.000
'0:14.680',7.000
'0:14.685',7.000
'0:14.690',6.900
'0:14.695',7.100
'0:14.700',7.000
'0:14.705',7.100
'0:14.710',7.100
'0:14.715',7.000
'0:14.720',6.900
'0:14.725',7.000
'0:14.730',7.100
'0:14.735',7.000
'0:14.740',7.100
'0:14.745',7.000
'0:14.750',7.000
'0:14.755',7.000
'0:14.760',7.100
'0:14.765',6.900
'0:14.770',7.000
'0:14.775',7.000
'0:14.780',7.000
'0:14.785',7.000
'0:14.790',7.100
'0:14.795',7.100
'0:14.800',7.200
'0:14.805',7.300
'0:14.810',7.200
'0:14.815',7.200
'0:14.820',7.200
'0:14.825',7.100
'0:14.830',6.900
'0:14.835',6.900
'0:14.840',7.100
'0:14.845',7.000
'0:14.850',7.000
'0:14.855',7.100
'0:14.860',7.200
'0:14.865',7.000
'0:14.870',7.100
'0:14.875',7.100
'0:14.880',7.000
'0:14.885',7.100
'0:14.890',7.100
'0:14.895',7.000
'0:14.900',7.000
'0:14.905',7.000
'0:14.910',7.400
'0:14.915',7.900
'0:14.920',8.500
'0:14.925',8.900
'0:14.930',8.400
'0:14.935',7.200
'0:14.940',6.800
'0:14.945',6.900
'0:14.950',6.900
'0:14.955',6.800
'0:14.960',7.000
'0:14.965',6.900
'0:14.970',6.800
'0:14.975',6.800
'0:14.980',6.900
'0:14.985',6.900
'0:14.990',7.000
'0:14.995',6.900
'0:15.000',6.900
'0:15.005',6.900
'0:15.010',7.000
'0:15.015',6.900
'0:15.020',6.800
'0:15.025',7.000
'0:15.030',6.900
'0:15.035',6.800
'0:15.040',7.000
'0:15.045',6.900
'0:15.050',6.800
'0:15.055',7.000
'0:15.060',6.800
'0:15.065',6.800
'0:15.070',6.700
'0:15.075',6.900
'0:15.080',6.800
'0:15.085',6.900
'0:15.090',6.800
'0:15.095',6.900
'0:15.100',6.900
'0:15.105',6.700
'0:15.110',6.800
'0:15.115',6.800
'0:15.120',6.600
'0:15.125',6.700
'0:15.130',6.700
'0:15.135',6.500
'0:15.140',6.700
'0:15.145',6.800
'0:15.150',6.500
'0:15.155',6.700
'0:15.160',6.900
'0:15.165',6.800
'0:15.170',6.900
'0:15.175',7.100
'0:15.180',6.900
'0:15.185',6.900
'0:15.190',7.000
'0:15.195',6.900
'0:15.200',7.100
'0:15.205',7.000
'0:15.210',7.100
'0:15.215',6.900
'0:15.220',7.000
'0:15.225',7.100
'0:15.230',6.900
'0:15.235',7.000
'0:15.240',7.000
'0:15.245',6.900
'0:15.250',7.100
'0:15.255',7.000
'0:15.260',7.000
'0:15.265',7.000
'0:15.270',6.900
'0:15.275',7.000
'0:15.280',7.000
'0:15.285',7.000
'0:15.290',7.100
'0:15.295',7.200
'0:15.300',6.900
'0:15.305',7.000
'0:15.310',7.000
'0:15.315',6.900
'0:15.320',7.000
'0:15.325',7.100
'0:15.330',6.900
'0:15.335',6.900
'0:15.340',7.000
'0:15.345',7.000
'0:15.350',6.900
'0:15.355',7.100
'0:15.360',7.000
'0:15.365',6.900
'0:15.370',7.000
'0:15.375',7.200
'0:15.380',7.000
'0:15.385',7.200
'0:15.390',7.100
'0:15.395',7.400
'0:15.400',7.200
'0:15.405',7.200
'0:15.410',7.300
'0:15.415',7.300
'0:15.420',7.200
'0:15.425',7.100
'0:15.430',7.000
'0:15.435',7.100
'0:15.440',7.200
'0:15.445',7.100
'0:15.450',7.000
'0:15.455',6.900
'0:15.460',7.000
'0:15.465',6.900
'0:15.470',7.100
'0:15.475',7.100
'0:15.480',7.100
'0:15.485',7.000
'0:15.490',7.100
'0:15.495',7.000
'0:15.500',6.900
'0:15.505',7.100
'0:15.510',7.400
'0:15.515',8.000
'0:15.520',8.600
'0:15.525',8.800
'0:15.530',8.000
'0:15.535',7.200
'0:15.540',6.900
'0:15.545',7.100
'0:15.550',6.900
'0:15.555',6.900
'0:15.560',7.000
'0:15.565',6.900
'0:15.570',6.800
'0:15.575',6.900
'0:15.580',6.900
'0:15.585',6.800
'0:15.590',7.000
'0:15.595',6.800
'0:15.600',6.800
'0:15.605',6.900
'0:15.610',6.800
'0:15.615',6.800
'0:15.620',6.600
'0:15.625',6.900
'0:15.630',6.700
'0:15.635',6.700
'0:15.640',6.500
'0:15.645',6.600
'0:15.650',7.000
'0:15.655',6.900
'0:15.660',6.800
'0:15.665',6.600
'0:15.670',6.800
'0:15.675',6.800
'0:15.680',6.700
'0:15.685',6.700
'0:15.690',6.700
'0:15.695',6.800
'0:15.700',6.600
'0:15.705',7.000
'0:15.710',7.000
'0:15.715',7.000
'0:15.720',7.000
'0:15.725',7.000
'0:15.730',6.900
'0:15.735',7.100
'0:15.740',6.900
'0:15.745',7.000
'0:15.750',7.000
'0:15.755',7.000
'0:15.760',7.000
'0:15.765',7.100
'0:15.770',7.000
'0:15.775',7.100
'0:15.780',6.900
'0:15.785',6.900
'0:15.790',6.900
'0:15.795',6.900
'0:15.800',6.900
'0:15.805',7.100
'0:15.810',7.000
'0:15.815',7.100
'0:15.820',6.900
'0:15.825',7.000
'0:15.830',6.900
'0:15.835',6.900
'0:15.840',6.900
'0:15.845',6.900
'0:15.850',6.900
'0:15.855',7.000
'0:15.860',7.000
'0:15.865',6.800
'0:15.870',6.800
'0:15.875',6.900
'0:15.880',7.000
'0:15.885',6.900
'0:15.890',6.900
'0:15.895',6.800
'0:15.900',7.000
'0:15.905',6.900
'0:15.910',6.900
'0:15.915',7.000
'0:15.920',7.000
'0:15.925',6.900
'0:15.930',6.900
'0:15.935',6.800
'0:15.940',7.000
'0:15.945',7.000
'0:15.950',7.000
'0:15.955',7.000
'0:15.960',7.000
'0:15.965',6.900
'0:15.970',7.000
'0:15.975',7.200
'0:15.980',7.000
'0:15.985',7.300
'0:15.990',7.300
'0:15.995',7.200
'0:16.000',7.100
'0:16.005',7.300
'0:16.010',7.100
'0:16.015',7.000
'0:16.020',6.900
'0:16.025',7.000
'0:16.030',6.800
'0:16.035',6.900
'0:16.040',6.900
'0:16.045',7.000
'0:16.050',6.900
'0:16.055',6.700
'0:16.060',6.800
'0:16.065',6.900
'0:16.070',6.800
'0:16.075',6.800
'0:16.080',6.800
'0:16.085',6.800
'0:16.090',6.900
'0:16.095',7.400
'0:16.100',8.000
'0:16.105',8.500
'0:16.110',8.700
'0:16.115',7.800
'0:16.120',6.900
'0:16.125',6.600
'0:16.130',6.800
'0:16.135',6.800
'0:16.140',6.900
'0:16.145',7.000
'0:16.150',6.900
'0:16.155',6.800
'0:16.160',6.800
'0:16.165',6.800
'0:16.170',6.900
'0:16.175',6.800
'0:16.180',6.900
'0:16.185',6.600
'0:16.190',6.800
'0:16.195',6.800
'0:16.200',6.800
'0:16.205',6.900
'0:16.210',6.900
'0:16.215',6.800
'0:16.220',6.900
'0:16.225',7.000
'0:16.230',6.900
'0:16.235',7.000
'0:16.240',7.000
'0:16.245',7.000
'0:16.250',7.000
'0:16.255',6.900
'0:16.260',7.000
'0:16.265',6.900
'0:16.270',7.000
'0:16.275',7.000
'0:16.280',6.900
'0:16.285',7.000
'0:16.290',7.000
'0:16.295',7.000
'0:16.300',6.900
'0:16.305',7.000
'0:16.310',7.000
'0:16.315',6.900
'0:16.320',7.000
'0:16.325',7.000
'0:16.330',6.900
'0:16.335',6.800
'0:16.340',6.800
'0:16.345',6.800
'0:16.350',6.800
'0:16.355',6.900
'0:16.360',7.000
'0:16.365',6.900
'0:16.370',6.900
'0:16.375',6.800
'0:16.380',6.700
'0:16.385',6.800
'0:16.390',6.900
'0:16.395',6.900
'0:16.400',7.000
'0:16.405',6.900
'0:16.410',6.900
'0:16.415',7.000
'0:16.420',6.900
'0:16.425',6.800
'0:16.430',6.900
'0:16.435',6.900
'0:16.440',6.700
'0:16.445',6.900
'0:16.450',6.900
'0:16.455',6.900
'0:16.460',7.100
'0:16.465',6.900
'0:16.470',6.800
'0:16.475',7.000
'0:16.480',6.900
'0:16.485',6.900
'0:16.490',7.000
'0:16.495',7.000
'0:16.500',6.800
'0:16.505',6.900
'0:16.510',7.000
'0:16.515',6.900
'0:16.520',6.800
'0:16.525',6.900
'0:16.530',6.900
'0:16.535',7.000
'0:16.540',7.000
'0:16.545',7.100
'0:16.550',7.100
'0:16.555',7.100
'0:16.560',7.100
'0:16.565',7.100
'0:16.570',7.200
'0:16.575',7.200
'0:16.580',7.000
'0:16.585',7.100
'0:16.590',6.900
'0:16.595',7.000
'0:16.600',7.000
'0:16.605',7.000
'0:16.610',7.100
'0:16.615',6.900
'0:16.620',7.000
'0:16.625',7.000
'0:16.630',6.900
'0:16.635',7.000
'0:16.640',6.900
'0:16.645',6.800
'0:16.650',6.700
'0:16.655',6.700
'0:16.660',6.800
'0:16.665',6.800
'0:16.670',7.500
'0:16.675',8.300
'0:16.680',8.700
'0:16.685',8.300
'0:16.690',7.500
'0:16.695',6.900
'0:16.700',6.700
'0:16.705',6.800
'0:16.710',6.900
'0:16.715',6.900
'0:16.720',6.700
'0:16.725',6.800
'0:16.730',6.700
'0:16.735',6.700
'0:16.740',6.700
'0:16.745',6.800
'0:16.750',6.900
'0:16.755',6.900
'0:16.760',6.800
'0:16.765',6.900
'0:16.770',6.800
'0:16.775',6.900
'0:16.780',6.900
'0:16.785',6.900
'0:16.790',7.000
'0:16.795',6.800
'0:16.800',6.900
'0:16.805',6.900
'0:16.810',6.900
'0:16.815',6.700
'0:16.820',6.800
'0:16.825',6.900
'0:16.830',7.000
'0:16.835',7.000
'0:16.840',7.000
'0:16.845',7.000
'0:16.850',7.000
'0:16.855',7.000
'0:16.860',6.800
'0:16.865',7.000
'0:16.870',7.000
'0:16.875',7.000
'0:16.880',7.000
'0:16.885',7.000
'0:16.890',7.000
'0:16.895',7.000
'0:16.900',7.000
'0:16.905',6.900
'0:16.910',7.000
'0:16.915',6.900
'0:16.920',6.900
'0:16.925',7.000
'0:16.930',7.000
'0:16.935',6.900
'0:16.940',7.000
'0:16.945',6.900
'0:16.950',6.700
'0:16.955',6.800
'0:16.960',6.900
'0:16.965',6.800
'0:16.970',6.900
'0:16.975',6.800
'0:16.980',6.700
'0:16.985',6.900
'0:16.990',6.900
'0:16.995',6.900
'0:17.000',6.900
'0:17.005',6.900
'0:17.010',7.000
'0:17.015',6.900
'0:17.020',7.000
'0:17.025',6.900
'0:17.030',6.900
'0:17.035',6.900
'0:17.040',7.000
'0:17.045',7.000
'0:17.050',7.000
'0:17.055',6.900
'0:17.060',7.000
'0:17.065',7.100
'0:17.070',7.100
'0:17.075',6.900
'0:17.080',6.700
'0:17.085',7.000
'0:17.090',7.000
'0:17.095',6.900
'0:17.100',6.800
'0:17.105',7.000
'0:17.110',7.000
'0:17.115',7.200
'0:17.120',7.200
'0:17.125',7.200
'0:17.130',7.100
'0:17.135',7.100
'0:17.140',7.000
'0:17.145',7.100
'0:17.150',7.000
'0:17.155',6.800
'0:17.160',6.700
'0:17.165',6.800
'0:17.170',6.800
'0:17.175',6.900
'0:17.180',6.900
'0:17.185',7.000
'0:17.190',7.000
'0:17.195',7.000
'0:17.200',6.900
'0:17.205',6.800
'0:17.210',6.900
'0:17.215',6.700
'0:17.220',6.800
'0:17.225',6.800
'0:17.230',7.200
'0:17.235',7.800
'0:17.240',8.400
'0:17.245',8.600
'0:17.250',8.400
'0:17.255',7.300
'0:17.260',6.900
'0:17.265',6.900
'0:17.270',7.000
'0:17.275',6.800
'0:17.280',6.800
'0:17.285',6.900
'0:17.290',6.800
'0:17.295',6.700
'0:17.300',6.600
'0:17.305',6.700
'0:17.310',6.900
'0:17.315',6.700
'0:17.320',6.900
'0:17.325',6.800
'0:17.330',6.600
'0:17.335',6.700
'0:17.340',6.800
'0:17.345',6.700
'0:17.350',6.800
'0:17.355',6.800
'0:17.360',6.800
'0:17.365',6.700
'0:17.370',6.700
'0:17.375',7.000
'0:17.380',6.900
'0:17.385',6.900
'0:17.390',6.900
'0:17.395',6.900
'0:17.400',7.000
'0:17.405',6.900
'0:17.410',6.900
'0:17.415',6.900
'0:17.420',6.900
'0:17.425',6.900
'0:17.430',6.800
'0:17.435',6.800
'0:17.440',6.900
'0:17.445',6.700
'0:17.450',6.800
'0:17.455',6.900
'0:17.460',6.900
'0:17.465',6.800
'0:17.470',6.800
'0:17.475',6.700
'0:17.480',6.500
'0:17.485',6.800
'0:17.490',6.800
'0:17.495',6.900
'0:17.500',6.800
'0:17.505',6.900
'0:17.510',6.800
'0:17.515',6.700
'0:17.520',6.900
'0:17.525',6.800
'0:17.530',6.900
'0:17.535',6.800
'0:17.540',6.700
'0:17.545',6.900
'0:17.550',6.900
'0:17.555',6.800
'0:17.560',6.900
'0:17.565',6.800
'0:17.570',6.900
'0:17.575',6.900
'0:17.580',6.800
'0:17.585',6.600
'0:17.590',6.800
'0:17.595',6.900
'0:17.600',6.900
'0:17.605',6.700
'0:17.610',7.000
'0:17.615',6.700
'0:17.620',6.800
'0:17.625',6.900
'0:17.630',6.900
'0:17.635',6.900
'0:17.640',6.900
'0:17.645',7.000
'0:17.650',6.900
'0:17.655',6.900
'0:17.660',6.700
'0:17.665',6.500
'0:17.670',6.700
'0:17.675',6.900
'0:17.680',7.100
'0:17.685',7.000
'0:17.690',7.000
'0:17.695',7.100
'0:17.700',7.100
'0:17.705',6.800
'0:17.710',6.900
'0:17.715',6.800
'0:17.720',6.800
'0:17.725',6.900
'0:17.730',6.900
'0:17.735',6.800
'0:17.740',6.900
'0:17.745',7.000
'0:17.750',7.000
'0:17.755',6.800
'0:17.760',7.100
'0:17.765',7.000
'0:17.770',6.900
'0:17.775',6.800
'0:17.780',6.900
'0:17.785',6.900
'0:17.790',7.100
'0:17.795',7.500
'0:17.800',8.300
'0:17.805',8.800
'0:17.810',8.800
'0:17.815',7.500
'0:17.820',6.900
'0:17.825',6.900
'0:17.830',6.900
'0:17.835',6.800
'0:17.840',6.800
'0:17.845',6.600
'0:17.850',6.700
'0:17.855',6.600
'0:17.860',6.700
'0:17.865',6.600
'0:17.870',6.500
'0:17.875',6.800
'0:17.880',6.400
'0:17.885',6.800
'0:17.890',6.800
'0:17.895',6.700
'0:17.900',6.500
'0:17.905',6.600
'0:17.910',7.000
'0:17.915',6.800
'0:17.920',6.800
'0:17.925',6.900
'0:17.930',7.000
'0:17.935',6.900
'0:17.940',7.000
'0:17.945',7.000
'0:17.950',7.000
'0:17.955',6.600
'0:17.960',6.600
'0:17.965',6.700
'0:17.970',6.900
'0:17.975',6.600
'0:17.980',6.600
'0:17.985',6.400
'0:17.990',6.400
'0:17.995',6.600
'0:18.000',6.400
'0:18.005',6.700
'0:18.010',6.600
'0:18.015',6.600
'0:18.020',6.700
'0:18.025',6.500
'0:18.030',6.800
'0:18.035',6.700
'0:18.040',6.800
'0:18.045',6.900
'0:18.050',6.800
'0:18.055',7.000
'0:18.060',6.900
'0:18.065',7.000
'0:18.070',6.800
'0:18.075',6.800
'0:18.080',6.700
'0:18.085',6.800
'0:18.090',6.700
'0:18.095',6.900
'0:18.100',6.800
'0:18.105',6.800
'0:18.110',6.900
'0:18.115',6.900
'0:18.120',6.900
'0:18.125',6.900
'0:18.130',6.800
'0:18.135',6.900
'0:18.140',6.900
'0:18.145',6.700
'0:18.150',6.900
'0:18.155',6.900
'0:18.160',6.900
'0:18.165',6.900
'0:18.170',6.900
'0:18.175',6.800
'0:18.180',6.700
'0:18.185',7.000
'0:18.190',7.000
'0:18.195',6.900
'0:18.200',6.900
'0:18.205',6.800
'0:18.210',6.800
'0:18.215',6.800
'0:18.220',7.000
'0:18.225',6.800
'0:18.230',7.100
'0:18.235',7.100
'0:18.240',7.000
'0:18.245',7.100
'0:18.250',7.100
'0:18.255',7.100
'0:18.260',7.000
'0:18.265',6.900
'0:18.270',6.800
'0:18.275',6.800
'0:18.280',6.800
'0:18.285',6.900
'0:18.290',6.900
'0:18.295',7.000
'0:18.300',6.900
'0:18.305',7.000
'0:18.310',6.900
'0:18.315',7.000
'0:18.320',6.900
'0:18.325',6.900
'0:18.330',7.000
'0:18.335',6.800
'0:18.340',6.900
'0:18.345',6.900
'0:18.350',7.500
'0:18.355',8.400
'0:18.360',8.700
'0:18.365',8.600
'0:18.370',7.700
'0:18.375',7.000
'0:18.380',6.800
'0:18.385',7.000
'0:18.390',6.900
'0:18.395',6.800
'0:18.400',6.900
'0:18.405',6.800
'0:18.410',6.800
'0:18.415',6.900
'0:18.420',6.800
'0:18.425',6.800
'0:18.430',6.800
'0:18.435',6.900
'0:18.440',6.900
'0:18.445',6.900
'0:18.450',6.900
'0:18.455',6.700
'0:18.460',6.800
'0:18.465',6.800
'0:18.470',6.900
'0:18.475',6.700
'0:18.480',6.900
'0:18.485',6.800
'0:18.490',6.900
'0:18.495',6.900
'0:18.500',6.800
'0:18.505',7.000
'0:18.510',6.900
'0:18.515',6.600
'0:18.520',7.000
'0:18.525',6.800
'0:18.530',6.900
'0:18.535',6.800
'0:18.540',6.800
'0:18.545',6.700
'0:18.550',6.700
'0:18.555',7.000
'0:18.560',6.700
'0:18.565',6.800
'0:18.570',6.800
'0:18.575',7.000
'0:18.580',6.800
'0:18.585',6.900
'0:18.590',6.900
'0:18.595',7.000
'0:18.600',7.000
'0:18.605',6.900
'0:18.610',7.100
'0:18.615',7.000
'0:18.620',7.000
'0:18.625',6.900
'0:18.630',7.100
'0:18.635',7.000
'0:18.640',6.900
'0:18.645',7.100
'0:18.650',7.100
'0:18.655',6.900
'0:18.660',6.900
'0:18.665',7.000
'0:18.670',7.100
'0:18.675',7.100
'0:18.680',7.000
'0:18.685',6.800
'0:18.690',6.900
'0:18.695',6.800
'0:18.700',7.000
'0:18.705',7.100
'0:18.710',6.700
'0:18.715',6.700
'0:18.720',7.100
'0:18.725',7.000
'0:18.730',7.000
'0:18.735',7.100
'0:18.740',7.000
'0:18.745',7.100
'0:18.750',7.200
'0:18.755',7.000
'0:18.760',7.200
'0:18.765',7.200
'0:18.770',6.900
'0:18.775',7.100
'0:18.780',6.900
'0:18.785',7.200
'0:18.790',7.100
'0:18.795',7.400
'0:18.800',7.300
'0:18.805',7.400
'0:18.810',7.400
'0:18.815',7.700
'0:18.820',7.400
'0:18.825',7.200
'0:18.830',7.200
'0:18.835',7.100
'0:18.840',7.300
'0:18.845',7.100
'0:18.850',7.500
'0:18.855',7.500
'0:18.860',7.100
'0:18.865',7.300
'0:18.870',7.300
'0:18.875',7.300
'0:18.880',7.300
'0:18.885',7.100
'0:18.890',7.400
'0:18.895',6.900
'0:18.900',7.100
'0:18.905',7.200
'0:18.910',7.500
'0:18.915',7.900
'0:18.920',8.700
'0:18.925',9.200
'0:18.930',8.800
'0:18.935',8.000
'0:18.940',7.300
'0:18.945',7.500
'0:18.950',7.500
'0:18.955',7.400
'0:18.960',7.400
'0:18.965',7.500
'0:18.970',7.600
'0:18.975',7.500
'0:18.980',7.400
'0:18.985',7.500
'0:18.990',7.600
'0:18.995',7.400
'0:19.000',7.400
'0:19.005',7.500
'0:19.010',7.600
'0:19.015',7.300
'0:19.020',7.600
'0:19.025',7.400
'0:19.030',7.600
'0:19.035',7.500
'0:19.040',7.500
'0:19.045',7.700
'0:19.050',7.400
'0:19.055',7.400
'0:19.060',7.400
'0:19.065',7.600
'0:19.070',7.500
'0:19.075',7.500
'0:19.080',7.600
'0:19.085',7.600
'0:19.090',7.400
'0:19.095',7.500
'0:19.100',7.600
'0:19.105',7.500
'0:19.110',7.500
'0:19.115',7.600
'0:19.120',7.400
'0:19.125',7.300
'0:19.130',7.500
'0:19.135',7.300
'0:19.140',7.600
'0:19.145',7.300
'0:19.150',7.200
'0:19.155',7.600
'0:19.160',7.300
'0:19.165',7.400
'0:19.170',7.500
'0:19.175',7.300
'0:19.180',7.500
'0:19.185',7.300
'0:19.190',7.300
'0:19.195',7.300
'0:19.200',7.600
'0:19.205',7.300
'0:19.210',7.300
'0:19.215',7.100
'0:19.220',7.300
'0:19.225',7.300
'0:19.230',7.300
'0:19.235',7.100
'0:19.240',7.200
'0:19.245',7.000
'0:19.250',7.100
'0:19.255',7.000
'0:19.260',7.000
'0:19.265',7.000
'0:19.270',7.100
'0:19.275',7.000
'0:19.280',7.000
'0:19.285',7.000
'0:19.290',7.100
'0:19.295',7.100
'0:19.300',7.000
'0:19.305',6.900
'0:19.310',7.100
'0:19.315',6.800
'0:19.320',7.000
'0:19.325',6.800
'0:19.330',6.800
'0:19.335',6.800
'0:19.340',6.800
'0:19.345',7.000
'0:19.350',7.000
'0:19.355',7.000
'0:19.360',6.900
'0:19.365',6.900
'0:19.370',7.100
'0:19.375',6.700
'0:19.380',6.900
'0:19.385',6.800
'0:19.390',6.800
'0:19.395',6.900
'0:19.400',6.800
'0:19.405',6.800
'0:19.410',6.800
'0:19.415',6.800
'0:19.420',6.800
'0:19.425',6.800
'0:19.430',6.900
'0:19.435',6.700
'0:19.440',6.800
'0:19.445',6.800
'0:19.450',6.800
'0:19.455',6.900
'0:19.460',6.700
'0:19.465',7.000
'0:19.470',7.700
'0:19.475',8.100
'0:19.480',7.900
'0:19.485',8.100
'0:19.490',7.300
'0:19.495',6.800
'0:19.500',6.600
'0:19.505',6.900
'0:19.510',6.700
'0:19.515',6.600
'0:19.520',6.800
'0:19.525',6.800
'0:19.530',6.800
'0:19.535',6.800
'0:19.540',7.000
'0:19.545',7.100
'0:19.550',6.800
'0:19.555',6.900
'0:19.560',6.900
'0:19.565',6.900
'0:19.570',6.700
'0:19.575',6.800
'0:19.580',6.900
'0:19.585',6.900
'0:19.590',6.700
'0:19.595',7.200
'0:19.600',7.000
'0:19.605',7.200
'0:19.610',7.200
'0:19.615',7.000
'0:19.620',7.300
'0:19.625',7.100
'0:19.630',7.100
'0:19.635',7.400
'0:19.640',7.500
'0:19.645',7.500
'0:19.650',7.300
'0:19.655',7.300
'0:19.660',7.400
'0:19.665',7.300
'0:19.670',7.400
'0:19.675',7.400
'0:19.680',7.400
'0:19.685',7.300
'0:19.690',7.300
'0:19.695',7.300
'0:19.700',7.300
'0:19.705',7.400
'0:19.710',7.400
'0:19.715',7.300
'0:19.720',7.500
'0:19.725',7.500
'0:19.730',7.600
'0:19.735',7.500
'0:19.740',7.600
'0:19.745',7.500
'0:19.750',7.600
'0:19.755',7.600
'0:19.760',7.400
'0:19.765',7.500
'0:19.770',7.500
'0:19.775',7.500
'0:19.780',7.600
'0:19.785',7.500
'0:19.790',7.500
'0:19.795',7.500
'0:19.800',7.600
'0:19.805',7.600
'0:19.810',7.500
'0:19.815',7.400
'0:19.820',7.400
'0:19.825',7.500
'0:19.830',7.700
'0:19.835',7.600
'0:19.840',7.500
'0:19.845',7.400
'0:19.850',7.500
'0:19.855',7.400
'0:19.860',7.500
'0:19.865',7.400
'0:19.870',7.400
'0:19.875',7.400
'0:19.880',7.400
'0:19.885',7.300
'0:19.890',7.200
'0:19.895',7.500
'0:19.900',7.600
'0:19.905',7.600
'0:19.910',7.500
'0:19.915',7.400
'0:19.920',7.500
'0:19.925',7.600
'0:19.930',7.500
'0:19.935',7.300
'0:19.940',7.300
'0:19.945',7.400
'0:19.950',7.200
'0:19.955',7.400
'0:19.960',7.400
'0:19.965',7.400
'0:19.970',7.300
'0:19.975',7.400
'0:19.980',7.300
'0:19.985',7.300
'0:19.990',7.300
'0:19.995',7.400
'0:20.000',7.100
'0:20.005',7.300
'0:20.010',7.200
'0:20.015',7.200
'0:20.020',7.400
'0:20.025',8.100
'0:20.030',8.300
'0:20.035',8.600
'0:20.040',8.000
'0:20.045',7.300
'0:20.050',7.200
'0:20.055',7.300
'0:20.060',7.200
'0:20.065',7.000
'0:20.070',7.100
'0:20.075',7.200
'0:20.080',7.000
'0:20.085',6.900
'0:20.090',7.000
'0:20.095',7.100
'0:20.100',7.000
'0:20.105',7.000
'0:20.110',7.100
'0:20.115',7.100
'0:20.120',7.100
'0:20.125',6.900
'0:20.130',7.100
'0:20.135',6.900
'0:20.140',7.000
'0:20.145',7.000
'0:20.150',7.000
'0:20.155',6.900
'0:20.160',7.000
'0:20.165',7.000
'0:20.170',7.100
'0:20.175',7.000
'0:20.180',7.100
'0:20.185',7.100
'0:20.190',7.000
